Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility,prophet_predicted_price,llama_sentiment,llama_sentiment_confidence,gemini_sentiment,gemini_sentiment_confidence,pct_change_adj_close,price_change_direction,AAPL,KO,TSLA,V,XOM
2020-03-13,168.72000122070312,176.32000732421875,162.2100067138672,175.8300018310547,173.32542419433594,19948900,172.51800231933595,189.8744987487793,196.25759979248048,180.469482031606,188.11489186071012,-7.645409829104096,-5.383185010290525,-2.2622248188135714,40.36589847706636,156.99000549316406,199.88999938964844,43.91608162777513,20.530933940103996,189.8744987487793,220.15056336933395,159.59843412822465,10.853573390415743,0.0983883047216744,-5000600,192.4676540528889,-4.6268164195362615,-15.221790257711698,15.13803231027733,5709885.879678104,162.45045873882032,1.0,0.99853515625,1.0,0.9999978541875691,9.838839672718793,1,False,False,False,True,False
2020-03-16,151.13999938964844,165.30999755859375,147.97999572753906,152.00999450683594,149.84469604492188,23692000,168.69400024414062,186.96049880981445,195.47539978027345,176.09109933548754,185.4404550196824,-9.349355684194848,-6.17641914507139,-3.172936539123458,36.27724707486196,147.97999572753906,194.4900054931641,8.664798824177838,19.728753237812665,186.96049880981445,220.0509355701796,153.8700620494493,11.973573957170766,-0.1354718027422082,-28692600,190.8158594385843,-11.1727983582246,-27.714109391785335,16.54521838018258,5728174.219582953,141.29951578319756,1.0,0.72802734375,0.0,0.999998569577201,-13.54719208596138,-1,False,False,False,True,False
2020-03-17,155.75,163.6999969482422,149.25,157.88999938964844,155.64096069335938,22298000,163.7519989013672,184.2949989318848,194.84119964599608,173.29093011305076,183.39968052856875,-10.108750415517989,-6.96288539916071,-3.1458650163572788,39.32109518245631,147.97999572753906,194.4900054931641,21.30724915356551,24.629376535172828,184.2949989318848,217.75065268509843,150.83934517867112,12.542859758649556,0.0386816991993776,-6394600,189.5974836423608,-13.532314286922364,-25.24147648148791,16.727826876606823,5616125.021876039,132.3773777668596,0.0,0.640625,0.0,0.999998569577201,3.868181391418646,1,False,False,False,True,False
2020-03-18,148.4600067138672,150.67999267578125,139.8000030517578,148.47999572753906,146.36500549316406,22787500,158.85799865722657,181.05349884033205,194.0269995117187,169.47386328451051,180.81303720997397,-11.339173925463456,-7.83814310442126,-3.501030821042196,38.698116679126166,139.8000030517578,194.4900054931641,15.871260355273913,15.28110277767242,181.05349884033205,215.22730075013453,146.87969693052952,13.320001874651233,-0.0595984780447488,-29182100,188.0992444899979,-14.148598816122638,-30.392387873543825,17.086900954901253,5252074.691643799,152.5331921496989,1.0,0.74267578125,0.0,0.6282209582020688,-5.95984190721529,-1,False,False,False,True,False
2020-03-19,146.9199981689453,157.25,141.47000122070312,152.25,150.081298828125,19362800,157.29199829101563,178.09349899291993,193.29819946289064,166.8240381638166,178.69725667590183,-11.87321851208523,-8.645158185954054,-3.2280603261311764,39.57317882540663,139.8000030517578,194.4900054931641,22.764667018585076,19.98105884247483,178.09349899291993,211.42672555487897,144.76027243096092,13.779287065778464,0.0253906545052633,-9819300,187.0226219079514,-4.891305435714777,-27.997161410568804,16.66661328097951,4877059.808089731,157.17543950973516,0.0,0.6513671875,0.0,0.99998402483134,2.539058651649162,1,False,False,False,True,False
2020-03-20,154.82000732421875,158.25999450683594,145.6699981689453,146.8300018310547,144.73851013183594,18692100,151.49199829101562,174.99449920654297,192.3963995361328,163.74803257416093,176.33671927998722,-12.58868670582629,-9.4338638899285,-3.1548228158977896,33.316223707518276,139.8000030517578,194.4900054931641,12.854266713241907,17.163398029033633,174.99449920654297,207.82443081277648,142.16456760030945,13.915714808872774,-0.0355993311589183,-28511400,185.89020103097351,-16.493203490872112,-29.682484771902253,16.41496580311675,4469555.859767163,152.16253698454574,1.0,0.966796875,1.0,0.9988661121140148,-3.5599296767865107,-1,False,False,False,True,False
2020-03-23,141.3300018310547,143.35000610351562,133.92999267578125,135.74000549316406,133.8064727783203,30344100,148.23800048828124,171.84199981689454,191.2461996459961,159.43910533093063,173.3295552957781,-13.890449964847477,-10.325181104912296,-3.5652688599351805,32.2541753396746,133.92999267578125,194.4900054931641,2.9887919985104023,12.869241910112464,171.84199981689454,207.07205765989227,136.61194197389682,14.155715942382818,-0.0755294980562009,-58855500,183.6967525830821,-10.703236367093094,-31.71688209789129,17.61502892149886,5102774.084428054,151.71671245452754,1.0,0.9853515625,1.0,0.999998092420356,-7.5529569452926655,-1,False,False,False,True,False
2020-03-24,144.83999633789062,155.25,143.5800018310547,154.52999877929688,152.32879638671875,24488300,147.56600036621094,170.14850006103515,190.4613995361328,158.68385816914082,171.93699555381653,-13.25313738467571,-10.91077236086498,-2.3423650238107303,36.84141050272902,133.92999267578125,191.9199981689453,35.52337325773142,17.12214398982791,170.14850006103515,205.28335310567093,135.01364701639935,14.923571995326451,0.138426348355195,-34367200,182.7023499393026,-2.1280642367092484,-17.977704997059206,17.56742652231788,5253381.505969578,199.7357214660784,0.0,0.83935546875,0.0,0.9999902253607852,13.84262152929232,1,False,False,False,True,False
2020-03-25,159.32000732421875,168.17999267578125,153.5800018310547,161.77999877929688,159.4755401611328,20619600,150.2260009765625,168.87699966430665,189.79039947509764,159.1601874937802,171.18462542237063,-12.02443792859043,-11.13350547441007,-0.8909324541803603,41.66224987083083,133.92999267578125,185.9900054931641,53.49596474593358,30.6693766673918,168.87699966430665,203.24429610479197,134.50970322382133,15.348571777343752,0.046916456722132,-13747600,182.11848238335963,8.957437657907352,-13.583679836857057,17.18364822024266,5129043.221670412,152.0028418583018,0.0,0.67578125,0.0,0.9999923697032572,4.691656432622593,1,False,False,False,True,False
2020-03-26,162.0800018310547,169.52999877929688,161.7899932861328,168.8800048828125,166.47439575195312,17062900,153.552001953125,168.32050018310548,189.2469995117187,160.6555440151698,171.01391278981075,-10.35836877464098,-10.978478134456251,0.6201093598152738,45.02250990079432,133.92999267578125,182.6100006103516,71.7954118947695,53.6049166328115,168.32050018310548,202.28686174212268,134.35413862408828,15.40357099260603,0.043886797855658,3315300,181.81966938739197,10.922827509236456,-6.18298425846614,16.9831807795086,5139631.126688091,147.83697585787914,1.0,0.98779296875,1.0,0.9997125548762734,4.388670252346372,1,False,False,False,True,False
2020-03-27,161.0800018310547,167.10000610351562,158.14999389648438,161.55999755859375,159.2586669921875,14950700,156.4980010986328,167.31050033569335,188.48219940185547,160.7946907141581,170.3136227726836,-9.518932058525508,-10.686568919270105,1.1676368607445973,46.80125489466449,133.92999267578125,182.6100006103516,56.75842312916083,60.683266589954634,167.31050033569335,200.79206652122903,133.82893415015766,15.023571559361049,-0.043344428662814,-11635400,181.4267557280057,10.032006772354096,-11.113554994898776,16.740783092767845,5176660.038376201,161.8852296600623,0.0,0.91943359375,0.0,0.9999934438270708,-4.334437573521555,-1,False,False,False,True,False
2020-03-30,161.0399932861328,165.8699951171875,160.69000244140625,165.57000732421875,163.21156311035156,15714500,162.46400146484376,165.97250061035157,187.774599609375,161.52935480801358,169.9622438505751,-8.432889042561527,-10.23583294392839,1.8029439013668629,44.00900776133556,133.92999267578125,178.72999572753906,70.6250278864569,66.39295430346242,165.97250061035157,197.3146583574844,134.63034286321877,14.573571341378344,0.0248205609446774,4079100,181.1099784887084,21.975836616977993,-13.91358303544461,15.6710788735664,5219596.023415791,172.05295307936356,0.0,0.80810546875,0.0,0.9999960657392052,2.4820602814401127,1,False,False,False,True,False
2020-03-31,166.42999267578125,168.19000244140625,160.5399932861328,161.1199951171875,158.82492065429688,20613100,163.78200073242186,164.74200057983398,186.9029995727539,161.46637639404034,169.30726246291675,-7.840886068876415,-9.756843568917995,1.9159575000415805,45.680275137296185,133.92999267578125,176.32000732421875,64.14247002957447,63.841973681730735,164.74200057983398,194.72086028190324,134.76314087776473,14.234285627092634,-0.0268769222092093,-16534000,180.59951941961137,4.264541765319363,-13.250417905815148,14.989429851034624,5153351.993360605,181.1603283240736,0.0,0.7744140625,0.0,0.9999986887770048,-2.6877032315956506,-1,False,False,False,True,False
2020-04-01,156.32000732421875,158.07000732421875,151.4199981689453,153.11000061035156,150.92901611328125,12595200,162.04800109863282,162.68300094604493,185.81939971923828,160.1807801196267,168.10746528865266,-7.926685169025973,-9.390811888939592,1.4641267199136188,47.361248117058814,133.92999267578125,176.32000732421875,45.24652348823213,60.00467380142117,162.68300094604493,189.61921057430067,135.7467913177892,13.78714316231864,-0.0497144659234257,-29129200,180.1771880128299,-5.359128590903916,-21.1951176585482,13.468104814127868,5010837.530884542,162.22441144728776,1.0,0.9736328125,0.0,0.9999982118117786,-4.9714519034466225,-1,False,False,False,True,False
2020-04-02,152.52999877929688,158.35000610351562,151.2899932861328,157.38999938964844,155.14805603027344,14051100,159.75,161.204500579834,184.80919982910157,159.75142923809156,167.3135789257635,-7.562149687671905,-9.025079448686055,1.4629297610141505,42.3548935149407,133.92999267578125,169.52999877929688,65.89888396550143,58.429292494436005,161.204500579834,185.6621145623948,136.7468865972732,13.131429399762837,0.027953750651396,-15078100,179.79321399612783,-6.803650616387113,-15.816220722260754,12.228806991280386,4695323.004109631,158.2336918609073,0.0,0.974609375,0.0,0.9999992847883448,2.7953802559910423,1,False,False,False,True,False
2020-04-03,155.55999755859375,157.72000122070312,150.60000610351562,151.85000610351562,149.68698120117188,11994700,157.80800170898436,159.5790008544922,183.71579986572263,158.53582567892605,166.16812908707843,-7.632303408152381,-8.74652424057932,1.1142208324269394,49.92181960124641,133.92999267578125,169.52999877929688,50.33710773989084,53.82750506454147,159.5790008544922,181.77342920355133,137.38457250543306,11.650714329310826,-0.0351991442125717,-27072800,179.3969689204167,-6.010145829295743,-17.633973963553228,11.097214174529563,4901152.014567062,141.57088768445374,1.0,0.99755859375,1.0,0.999998569577201,-3.519911862792513,-1,False,False,False,True,False
2020-04-06,160.02000427246094,170.72999572753906,158.25,169.44000244140625,167.0264434814453,16479100,158.58200073242188,159.49450073242187,183.0045999145508,160.21339133469223,166.41049007628789,-6.197098741595653,-8.236639140782588,2.0395403991869347,55.06445743657461,133.92999267578125,170.72999572753906,96.49458375229348,70.91019181922859,159.49450073242187,181.5159540956859,137.4730473691578,11.967142377580917,0.1158379692517073,-10593700,179.2066950147672,2.337376907648059,-0.9875547204965862,11.010726681632036,4935946.542668284,132.80358729857977,1.0,0.99462890625,1.0,0.9999929667885176,11.58381453158579,1,False,False,False,True,False
2020-04-07,177.75999450683594,178.8000030517578,168.10000610351562,168.58999633789062,166.18853759765625,15379000,160.0760009765625,158.79400024414062,182.34259979248048,161.50209979672275,166.57193498455476,-5.0698351878320125,-7.603278350192473,2.5334431623604603,59.53351543955708,133.92999267578125,178.8000030517578,77.24536582827795,74.6923524401541,158.79400024414062,178.48923387682328,139.09876661145796,11.439285278320312,-0.0050165609730179,-25972700,179.0206751315901,4.636296826641506,-7.672513306315398,9.847616816341334,4962922.738178746,91.2221446833397,0.0,0.900390625,0.0,0.9999991655469742,-0.5016606151241776,-1,False,False,False,True,False
2020-04-08,171.00999450683594,176.0,167.92999267578125,174.94000244140625,172.4480743408203,11146500,164.44200134277344,158.89350051879882,181.78439971923828,163.56946943436637,167.19179183321043,-3.6223223988440623,-6.807087159922791,3.1847647610787284,60.499767976064966,133.92999267578125,178.8000030517578,91.3973708095726,88.37910679671468,158.89350051879882,178.90738370255912,138.87961733503852,10.888571602957589,0.0376653789753269,-14826200,178.96950323134683,14.257724344610056,1.150624763387298,10.00694159188015,5184851.459974532,162.7078025942755,1.0,0.67919921875,1.0,0.9999506518386916,3.766527363227934,1,False,False,False,True,False
2020-04-09,176.27000427246094,177.19000244140625,172.85000610351562,173.69000244140625,171.2158966064453,12231800,167.702001953125,159.5740005493164,181.16099975585936,165.1264745123725,167.67314076715087,-2.5466662547783585,-5.955002978893905,3.4083367241155464,62.9283766857852,133.92999267578125,178.8000030517578,88.61154573503852,85.75142745762969,159.5740005493164,180.6548264514123,138.49317464722048,10.299285888671877,-0.0071453068626694,-27058000,178.89783793659646,10.356441397146266,8.501999284529793,10.54041295104795,4988382.816153953,183.69075966289847,1.0,0.98779296875,1.0,0.9999986887770048,-0.7145210168828964,-1,False,False,False,True,False
2020-04-13,172.25999450683594,172.32000732421875,166.14999389648438,168.99000549316406,166.58285522460938,14043700,171.1300018310547,159.23200073242188,180.3765997314453,165.72086389403276,167.7706863024111,-2.0498224083783327,-5.173966864790791,3.1241444564124583,67.05302745016283,143.5800018310547,178.8000030517578,72.14651556335777,84.0518107026563,159.23200073242188,179.40478120684668,139.05922025799708,9.916428702218193,-0.0270596861199752,-41101700,178.74579383602256,11.28745386942176,-3.8901190164706945,10.086390237212392,5055142.063730755,184.53696861942777,1.0,0.9765625,1.0,0.9999500557236148,-2.705964500764424,-1,False,False,False,True,False
2020-04-14,173.08999633789062,175.42999267578125,170.8300018310547,174.6199951171875,172.1326446533203,9980500,172.16600036621094,160.36250076293945,179.889599609375,167.08996100528734,168.27804251091305,-1.1880815056257177,-4.376789792957776,3.1887082873320587,61.91153342023345,150.60000610351562,178.8000030517578,85.17727522367385,81.97844550735671,160.36250076293945,181.34892486200383,139.37607666387504,8.982856750488281,0.0333155183207043,-31121200,178.70128369404927,3.057125000675409,14.874022384978636,10.4932120495322,5160861.447614509,264.02881588069334,1.0,0.99951171875,1.0,0.9999992847883448,3.331548988776767,1,False,False,False,True,False
